Date,Open,High,Low,Close,Volume,Bitcoin,BTC,Blockchain,Cryptocurrency,Iota
12/9/2016 23:55,607.51,608.04,605.7,608.04,16.428,91,26,44,59,73
13-09-16 0:59,606.4,608.09,605.43,605.56,55.501999999999995,90,24,43,62,91
13-09-16 1:59,607.21,609.39,605.44,608.97,76.262,89,22,42,71,83
13-09-16 2:59,607.67,608.98,607.5,608.98,28.701999999999998,84,27,40,58,88
13-09-16 3:59,608.98,608.98,605.97,608.2,99.37799999999999,85,41,38,54,72
13-09-16 4:59,606.35,608.66,605.7,608.08,33.402,81,56,44,65,77
13-09-16 5:59,606.32,608.14,606.09,606.19,32.91,88,75,44,74,100
13-09-16 6:59,607.53,608.06,605.62,607.8,22.002,88,90,51,69,78
13-09-16 7:59,605.94,607.9,604.82,604.94,128.44,89,98,58,86,64
13-09-16 8:59,605.0,606.78,603.48,604.17,485.30199999999996,82,93,68,67,63
13-09-16 9:59,603.88,607.88,603.28,606.27,219.748,79,85,69,74,37
13-09-16 10:59,606.27,606.98,605.28,606.01,40.013000000000005,75,77,82,76,42
13-09-16 11:57,606.01,608.5,605.38,607.4,216.394,75,72,84,96,45
13-09-16 12:59,607.4,609.0,607.0,608.26,377.35400000000004,69,66,84,95,45
13-09-16 13:59,607.99,609.0,607.0,608.35,128.912,76,62,67,74,43
13-09-16 14:59,608.3,608.4,607.03,607.03,152.441,72,56,65,68,44
13-09-16 15:59,607.22,608.13,604.39,604.47,275.921,71,53,68,88,59
13-09-16 16:59,604.47,606.4,604.44,605.46,250.257,73,54,72,76,51
13-09-16 17:59,605.91,606.4,604.38,606.25,30.839000000000002,74,54,75,52,58
13-09-16 18:59,606.25,609.0,605.6,608.51,158.178,76,53,63,57,64
13-09-16 19:59,608.61,609.61,607.86,607.89,216.833,80,48,57,89,64
13-09-16 20:59,607.91,609.51,607.9,608.04,84.728,79,37,53,72,76
13-09-16 21:58,607.91,609.52,607.84,609.51,62.467,76,30,61,78,72
13-09-16 22:59,609.51,609.54,605.57,607.9,226.514,77,26,53,60,77
13-09-16 23:59,607.92,609.43,607.19,607.46,68.639,90,24,59,81,89
14-09-16 0:59,607.45,608.5,606.28,606.51,185.578,89,26,52,90,83
14-09-16 1:58,608.15,608.7,606.21,608.02,32.155,86,25,48,93,75
14-09-16 2:59,607.96,608.94,606.42,607.96,120.65700000000001,85,28,53,64,87
14-09-16 3:59,607.89,609.31,605.98,607.26,441.023,85,38,48,71,72
14-09-16 4:59,607.26,609.26,607.23,609.22,47.816,85,36,52,62,44
14-09-16 5:59,609.1,609.27,606.94,608.94,31.093000000000004,83,53,59,63,51
14-09-16 6:52,606.94,608.96,606.94,608.5,10.713,94,66,60,60,47
14-09-16 7:59,608.46,608.5,606.95,607.34,41.644,91,80,62,69,53
14-09-16 8:56,607.33,608.5,607.08,608.13,82.501,88,93,74,79,43
14-09-16 9:58,608.09,608.18,607.2,608.0,307.791,81,83,74,97,35
14-09-16 10:59,608.0,609.54,607.25,609.18,82.696,84,75,80,71,33
14-09-16 11:59,609.18,609.45,607.54,608.48,202.58700000000002,74,70,93,65,23
14-09-16 12:59,608.49,609.52,607.55,609.25,90.41799999999999,76,65,92,78,26
14-09-16 13:59,609.0,609.25,608.01,608.5,112.68799999999999,74,58,96,68,30
14-09-16 14:59,608.5,608.83,608.0,608.3,90.12100000000001,74,54,82,78,20
14-09-16 15:59,608.14,609.43,607.86,609.32,170.051,68,50,72,79,19
14-09-16 16:59,607.87,609.33,607.49,609.26,118.67,76,50,79,66,29
14-09-16 17:57,609.2,609.63,607.24,609.63,154.336,76,50,80,69,37
14-09-16 18:59,608.5,609.79,607.58,607.64,81.00399999999999,76,49,79,62,38
14-09-16 19:59,607.64,609.88,607.53,609.58,122.266,77,46,78,81,40
14-09-16 20:59,609.57,610.69,608.6,609.69,203.18599999999998,92,43,65,64,48
14-09-16 21:58,610.64,610.65,609.0,610.2,75.767,85,36,67,69,47
14-09-16 22:59,610.2,610.2,608.61,609.35,23.465999999999998,81,30,59,73,53
14-09-16 23:57,608.76,609.35,607.51,608.5,67.232,80,24,61,67,42
15-09-16 0:55,608.5,608.99,607.09,608.89,15.838,83,25,63,74,50
15-09-16 1:59,608.88,608.89,608.0,608.25,15.307,88,22,60,69,47
15-09-16 2:55,608.25,608.79,607.39,607.75,12.657,88,24,56,61,49
15-09-16 3:57,608.39,608.39,606.65,607.57,36.58,87,27,49,69,47
15-09-16 4:59,607.57,608.32,606.66,606.68,9.726,83,36,57,57,51
15-09-16 5:52,608.08,608.15,606.65,606.76,9.754,86,53,55,75,52
15-09-16 6:59,606.65,608.11,606.47,606.75,38.373000000000005,90,69,62,74,52
15-09-16 7:54,607.95,608.0,606.43,608.0,27.666,92,85,64,67,40
15-09-16 8:59,606.67,608.23,606.67,607.55,190.14700000000002,87,97,68,65,39
15-09-16 9:59,608.0,608.44,606.92,607.86,118.368,79,92,71,82,32
15-09-16 10:59,607.77,608.5,606.86,607.99,159.805,75,78,86,60,39
15-09-16 11:58,607.68,608.5,607.32,607.61,39.743,74,78,99,86,24
15-09-16 12:58,608.0,608.85,606.98,607.7,66.956,72,70,93,82,24
15-09-16 13:59,607.7,608.89,607.7,607.7,112.10600000000001,71,62,92,89,26
15-09-16 14:59,608.41,608.89,606.71,607.51,178.382,70,58,77,69,22
15-09-16 15:59,607.89,607.9,606.63,607.38,246.86700000000002,68,51,75,71,28
15-09-16 16:58,607.1,607.54,602.3,604.25,826.362,67,50,71,59,27
15-09-16 17:59,604.23,607.02,603.25,605.13,295.839,70,49,77,71,36
15-09-16 18:59,605.23,607.0,605.01,605.81,178.705,73,50,75,66,41
15-09-16 19:59,605.24,607.0,605.24,605.53,95.45100000000001,74,51,74,69,41
15-09-16 20:59,605.59,607.0,604.85,605.07,117.449,75,46,64,58,43
15-09-16 21:59,605.07,606.73,604.39,606.26,144.705,75,37,56,54,40
15-09-16 22:59,606.25,606.94,604.93,605.03,57.871,77,28,61,68,45
15-09-16 23:59,605.08,607.0,605.08,606.71,91.009,75,22,58,63,45
16-09-16 0:59,606.65,606.89,605.2,605.2,53.67,78,24,59,72,40
16-09-16 1:57,605.25,606.95,605.16,606.89,27.410999999999998,83,21,54,73,44
16-09-16 2:58,606.89,607.0,605.11,606.36,39.078,83,22,60,80,47
16-09-16 3:59,605.13,606.7,604.4,606.48,41.696999999999996,82,27,48,70,45
16-09-16 4:59,606.55,606.97,604.62,605.39,52.696000000000005,93,37,54,44,53
16-09-16 5:59,606.05,607.0,605.21,606.0,47.79600000000001,85,55,58,58,53
16-09-16 6:58,606.01,607.0,605.59,606.95,44.492,87,74,64,94,44
16-09-16 7:58,606.3,607.71,606.06,606.87,33.779,96,85,64,89,41
16-09-16 8:59,607.62,608.99,606.93,607.89,251.99099999999999,89,94,61,83,41
16-09-16 9:57,607.89,607.89,606.61,606.85,117.249,81,97,68,90,42
16-09-16 10:58,607.69,608.35,606.85,608.34,89.21600000000001,78,82,72,78,34
16-09-16 11:59,608.34,608.37,607.01,608.2,24.781,75,78,90,96,28
16-09-16 12:59,608.2,608.99,607.0,608.49,262.009,73,73,92,87,28
16-09-16 13:59,607.42,608.52,607.22,608.51,114.835,70,64,92,67,36
16-09-16 14:59,607.66,608.52,606.16,607.62,350.39599999999996,71,62,80,78,31
16-09-16 15:59,607.04,607.73,604.81,605.48,290.809,72,56,76,86,26
16-09-16 16:59,605.48,605.5,603.5,605.34,251.104,71,53,75,75,34
16-09-16 17:59,605.34,605.5,603.95,604.06,133.72299999999998,71,54,88,67,41
16-09-16 18:58,605.15,607.08,604.05,607.08,125.45200000000001,71,53,83,60,38
16-09-16 19:59,607.08,607.39,606.05,607.39,28.712,74,51,79,73,40
16-09-16 20:59,606.85,607.39,605.27,606.1,42.457,75,46,71,72,46
16-09-16 21:57,606.67,607.59,606.0,606.32,105.62,73,37,61,58,42
16-09-16 22:58,607.32,607.6,605.54,606.02,58.21,77,28,60,46,47
16-09-16 23:59,607.43,607.43,605.55,605.69,25.695999999999998,76,22,66,73,49
17-09-16 0:59,607.04,607.59,605.53,607.25,25.342,81,22,64,63,50
17-09-16 1:55,605.53,607.32,604.72,605.04,16.948,85,25,59,74,51
17-09-16 2:59,606.39,606.71,605.0,605.0,42.723,85,24,52,81,45
17-09-16 3:59,605.0,606.5,605.0,605.18,24.265,86,26,57,78,55
17-09-16 4:58,606.5,606.89,604.59,604.59,27.471,84,40,49,56,48
17-09-16 5:57,604.91,605.39,604.57,604.7,13.280999999999999,80,55,56,84,50
17-09-16 6:58,604.7,606.38,604.7,604.74,9.621,86,71,57,60,38
17-09-16 7:58,604.74,606.71,604.21,604.46,52.299,89,88,65,70,52
17-09-16 8:59,606.26,606.97,604.29,606.85,59.961000000000006,86,94,62,64,38
17-09-16 9:55,604.86,607.0,604.37,606.68,57.446999999999996,76,100,68,74,36
17-09-16 10:55,606.54,606.75,604.37,605.27,45.631,73,89,79,70,34
17-09-16 11:59,605.75,606.34,604.28,605.02,17.602999999999998,71,76,91,72,31
17-09-16 12:59,605.02,606.73,605.02,606.34,36.165,68,72,89,74,22
17-09-16 13:59,605.35,606.39,604.2,605.14,55.146,68,66,89,79,28
17-09-16 14:59,605.14,605.53,602.32,604.05,147.477,69,60,82,66,21
17-09-16 15:59,602.61,604.43,601.29,602.78,128.136,67,56,73,66,25
17-09-16 16:59,602.78,602.78,601.1,601.7,91.07,68,52,75,81,30
17-09-16 17:58,602.77,603.35,601.7,603.35,32.979,69,53,69,62,34
17-09-16 18:59,603.39,603.42,601.85,603.0,9.623,75,54,75,70,38
17-09-16 19:58,603.27,604.67,602.8,604.48,56.445,71,52,68,68,45
17-09-16 20:59,603.1,604.48,602.87,604.4,80.564,73,46,63,69,41
17-09-16 21:58,603.15,604.43,602.31,602.31,69.97800000000001,73,39,62,66,41
17-09-16 22:57,602.41,604.09,602.41,603.12,8.963,73,27,59,60,39
17-09-16 23:59,604.04,604.1,603.1,604.1,8.349,75,23,56,60,41
18-09-16 0:56,602.93,604.09,602.81,602.81,71.712,76,23,59,79,41
18-09-16 1:57,602.23,604.09,601.97,601.97,39.79,79,22,63,65,58
18-09-16 2:59,602.9,604.1,601.99,603.12,57.633,82,21,58,48,46
18-09-16 3:55,604.0,604.16,603.01,603.01,20.331,81,26,48,66,46
18-09-16 4:59,602.99,604.07,602.37,603.9,35.139,79,37,48,69,37
18-09-16 5:59,603.11,604.1,603.04,603.12,20.111,78,57,42,66,43
18-09-16 6:58,604.06,604.32,603.3,603.34,33.157,82,69,46,64,42
18-09-16 7:59,603.34,604.32,603.01,603.1,64.139,80,84,49,62,40
18-09-16 8:58,603.04,604.31,603.03,604.3,61.438,81,93,48,76,32
18-09-16 9:59,603.31,604.31,603.26,604.3,55.45399999999999,76,95,45,63,36
18-09-16 10:56,604.3,607.67,604.0,606.33,114.102,69,81,59,84,33
18-09-16 11:59,606.33,608.0,606.33,607.11,80.32600000000001,66,75,55,81,30
18-09-16 12:57,606.59,608.0,605.95,606.63,23.406999999999996,69,72,54,66,23
18-09-16 13:59,607.48,608.0,606.11,607.0,45.583,73,66,57,72,21
18-09-16 14:59,607.0,608.43,607.0,608.01,63.585,66,60,47,68,22
18-09-16 15:57,608.11,608.59,607.64,607.99,94.654,65,59,49,54,21
18-09-16 16:58,607.71,609.06,607.65,608.08,47.101000000000006,66,51,47,69,30
18-09-16 17:59,608.23,608.95,607.24,608.03,118.304,68,54,48,49,31
18-09-16 18:59,607.35,608.05,606.58,606.85,24.266,68,51,44,54,25
18-09-16 19:56,607.77,608.94,606.91,607.83,110.57,75,49,47,63,32
18-09-16 20:59,608.2,608.94,606.77,608.25,33.086,67,43,42,42,37
18-09-16 21:56,606.8,608.94,606.47,607.47,44.856,72,36,43,76,37
18-09-16 22:59,608.77,608.95,606.81,607.17,17.35,74,28,48,59,32
18-09-16 23:59,607.19,608.96,607.17,608.0,30.951999999999998,74,24,41,61,30
19-09-16 0:59,608.0,608.89,606.8,607.66,53.836999999999996,75,22,43,67,34
19-09-16 1:54,607.66,608.99,607.04,608.99,63.372,77,22,40,66,43
19-09-16 2:59,608.99,608.99,608.1,608.6,9.526,81,22,44,59,44
19-09-16 3:56,608.1,608.99,607.5,608.4,96.59299999999999,78,25,40,83,46
19-09-16 4:59,608.4,609.35,607.25,609.35,61.161,77,34,38,61,42
19-09-16 5:58,609.35,609.5,607.77,608.03,37.942,77,48,33,48,38
19-09-16 6:58,608.25,609.0,607.0,608.58,171.285,77,56,40,50,52
19-09-16 7:59,608.58,608.58,607.5,607.98,105.524,79,71,42,64,52
19-09-16 8:56,607.98,608.15,606.93,606.93,61.318000000000005,80,86,52,55,42
19-09-16 9:56,608.24,608.3,607.35,607.55,26.764,76,81,50,74,38
19-09-16 10:59,608.2,608.31,607.35,608.0,75.972,75,76,53,88,27
19-09-16 11:59,608.0,608.3,605.88,607.01,202.706,70,64,54,81,24
19-09-16 12:59,607.93,608.25,606.53,608.14,168.111,68,60,49,49,24
19-09-16 13:59,608.17,608.3,606.58,608.2,114.075,62,57,51,63,21
19-09-16 14:58,608.2,608.3,606.19,608.1,173.378,66,51,50,72,22
19-09-16 15:59,607.02,608.22,604.35,605.99,170.425,65,51,45,69,18
19-09-16 16:58,604.66,606.0,603.0,605.26,158.744,64,50,43,73,20
19-09-16 17:59,605.85,608.13,605.19,606.29,125.42399999999999,66,48,51,68,27
19-09-16 18:59,606.19,608.07,605.67,607.99,113.02,72,47,47,64,31
19-09-16 19:58,608.0,608.99,606.37,607.36,184.24,77,50,50,52,32
19-09-16 20:59,608.38,608.74,607.2,607.55,75.67399999999999,71,42,48,67,33
19-09-16 21:55,607.48,608.56,606.82,606.84,151.438,69,32,41,64,31
19-09-16 22:59,607.9,607.9,606.84,607.81,58.633,68,27,45,58,37
19-09-16 23:59,607.81,608.72,607.8,608.72,17.428,73,23,43,76,40
20-09-16 0:59,608.73,608.88,607.82,608.16,19.851,71,22,39,58,52
20-09-16 1:58,608.16,608.83,607.82,608.49,4.842,79,22,45,59,48
20-09-16 2:59,608.49,608.49,606.87,608.08,19.284000000000002,81,22,40,62,47
20-09-16 3:59,608.1,608.31,606.87,607.9,17.514,86,34,51,70,51
20-09-16 4:58,607.9,608.44,606.86,608.32,19.53,83,39,51,64,64
20-09-16 5:57,607.29,608.83,606.86,607.13,85.759,80,54,57,80,51
20-09-16 6:59,607.16,608.87,606.44,606.44,120.43,84,68,61,91,66
20-09-16 7:59,606.44,608.74,606.15,606.16,187.429,100,82,59,70,50
20-09-16 8:59,606.45,607.29,606.08,607.29,68.533,88,92,57,75,66
20-09-16 9:59,606.63,607.3,606.6,607.0,232.565,76,91,67,56,45
20-09-16 10:59,607.0,608.0,606.61,607.99,95.361,76,82,92,91,36
20-09-16 11:59,608.0,608.0,606.6,606.6,92.57,72,75,100,100,33
20-09-16 12:59,607.69,607.96,606.6,607.87,31.041999999999998,68,76,97,87,33
20-09-16 13:59,606.84,608.15,606.24,607.1,245.53099999999998,69,66,94,84,29
20-09-16 14:56,607.1,607.91,605.92,606.89,239.37,68,59,85,72,36
20-09-16 15:59,606.88,607.8,605.95,607.04,143.114,66,56,72,64,56
20-09-16 16:59,607.0,607.8,605.95,607.77,72.089,67,52,83,62,74
20-09-16 17:59,606.71,607.62,605.52,606.26,196.02700000000002,68,54,80,66,81
20-09-16 18:59,605.96,606.36,605.36,605.9,94.81200000000001,74,54,78,60,85
20-09-16 19:59,606.36,607.86,605.53,606.81,160.83700000000002,71,51,73,62,86
20-09-16 20:58,607.64,607.69,606.16,606.97,54.231,72,47,63,70,84
20-09-16 21:58,606.97,608.0,606.51,607.71,103.088,75,35,62,57,81
20-09-16 22:59,607.7,607.9,606.52,607.42,12.878,75,28,67,63,81
20-09-16 23:59,607.4,607.4,600.94,600.94,363.49300000000005,75,26,68,75,65
21-09-16 0:59,600.85,601.01,592.1,593.56,502.911,76,24,71,63,74
21-09-16 1:53,595.0,596.74,594.78,596.09,60.354,86,25,65,65,85
21-09-16 2:58,596.08,596.77,595.17,596.6,29.265,83,26,60,73,83
21-09-16 3:58,596.6,596.77,595.03,596.66,26.081999999999997,85,28,53,58,100
21-09-16 4:59,596.49,596.74,594.79,594.79,67.837,83,37,50,64,92
21-09-16 5:57,594.79,596.52,593.95,594.0,321.434,87,41,43,65,100
21-09-16 6:59,594.01,594.6,594.0,594.45,69.972,87,60,49,73,92
21-09-16 7:56,594.99,596.72,594.99,595.4,232.487,90,75,56,67,71
21-09-16 8:59,595.43,596.65,595.0,596.0,136.37,92,93,52,63,80
21-09-16 9:59,596.38,596.63,595.08,596.17,157.469,92,98,55,100,57
21-09-16 10:59,595.71,596.17,595.01,595.5,89.896,80,100,60,86,44
21-09-16 11:59,595.5,596.16,594.07,594.78,525.536,79,87,80,85,36
21-09-16 12:58,596.16,596.42,594.78,596.4,242.201,78,81,80,80,26
21-09-16 13:59,595.71,596.42,593.75,594.63,179.32299999999998,74,75,100,75,29
21-09-16 14:59,593.8,594.97,593.75,593.75,85.973,78,69,86,73,31
21-09-16 15:59,594.2,594.99,594.09,594.99,84.604,77,63,73,83,30
21-09-16 16:58,594.99,595.0,593.11,593.43,132.47299999999998,74,60,78,69,29
21-09-16 17:59,594.18,594.5,593.0,594.15,118.825,75,52,99,68,33
21-09-16 18:56,593.16,594.47,592.87,594.47,106.57700000000001,73,56,80,73,45
21-09-16 19:58,594.47,594.5,593.74,594.48,100.259,76,55,87,67,40
21-09-16 20:58,594.48,594.49,593.54,594.48,80.50399999999999,79,53,72,80,45
21-09-16 21:59,594.48,594.86,593.77,594.8,229.47400000000002,79,49,64,74,55
21-09-16 22:58,594.8,595.97,594.34,595.04,49.138000000000005,82,41,60,64,48
21-09-16 23:56,595.04,595.91,594.12,595.46,42.229,78,32,69,70,51
22-09-16 0:59,595.46,595.91,594.16,595.5,31.756,81,28,84,64,48
22-09-16 1:59,595.5,595.91,594.36,595.5,32.851,83,27,66,70,56
22-09-16 2:59,594.78,595.91,594.11,595.91,76.913,91,26,55,63,62
22-09-16 3:57,595.0,595.91,595.0,595.91,10.767999999999999,93,26,55,77,65
22-09-16 4:58,595.91,595.91,594.14,594.14,19.455,90,30,50,68,55
22-09-16 5:59,594.41,595.91,594.11,595.32,67.002,97,42,52,60,50
22-09-16 6:59,594.35,595.32,592.5,595.05,340.681,95,58,55,57,57
22-09-16 7:59,593.37,595.19,593.12,593.52,65.433,97,74,58,67,71
22-09-16 8:59,593.53,595.53,593.45,595.53,207.96599999999998,100,84,59,85,54
22-09-16 9:59,595.53,595.9,594.8,594.84,150.315,94,89,69,91,52
22-09-16 10:58,594.84,595.9,594.8,595.1,66.956,85,87,66,86,32
22-09-16 11:59,595.11,596.35,595.1,595.15,130.142,82,79,84,76,32
22-09-16 12:59,595.16,596.42,595.1,595.2,46.17,79,72,91,75,31
22-09-16 13:59,596.15,596.42,595.1,595.1,74.461,79,70,86,86,32
22-09-16 14:59,596.18,596.42,595.1,595.25,96.04799999999999,74,67,86,86,26
22-09-16 15:59,595.25,596.33,594.81,594.81,125.266,75,57,74,77,31
22-09-16 16:59,594.81,595.64,594.02,595.59,56.36,75,50,75,67,28
22-09-16 17:59,595.58,595.93,594.44,594.68,134.165,79,51,78,66,34
22-09-16 18:58,594.78,595.91,594.12,595.76,102.61,81,53,80,84,43
22-09-16 19:57,595.0,595.94,594.0,594.53,131.58,82,48,72,75,52
22-09-16 20:59,595.89,595.99,593.99,595.7,192.637,81,52,69,63,40
22-09-16 21:59,595.7,595.71,593.07,595.03,92.015,81,47,57,61,50
22-09-16 22:59,594.98,595.03,593.45,595.0,54.821999999999996,82,39,59,72,44
22-09-16 23:59,594.12,595.53,593.9,595.41,115.085,78,30,54,68,49
23-09-16 0:58,595.42,595.42,593.0,593.37,73.548,80,25,61,62,44
23-09-16 1:59,594.75,595.71,593.85,595.71,53.794,85,26,58,76,48
23-09-16 2:58,595.69,595.71,593.36,594.92,140.953,91,26,61,61,53
23-09-16 3:58,593.75,595.48,593.47,594.46,36.429,91,27,51,66,53
23-09-16 4:56,595.39,595.5,594.42,595.36,25.693,86,30,50,73,48
23-09-16 5:56,594.45,595.36,593.85,595.05,10.845999999999998,85,37,48,66,54
23-09-16 6:57,595.03,595.07,593.67,595.07,26.561,89,51,56,57,48
23-09-16 7:58,593.97,595.07,593.83,594.03,133.876,88,64,53,65,64
23-09-16 8:59,593.98,595.95,593.81,595.94,147.83100000000002,94,71,63,85,51
23-09-16 9:56,595.95,596.84,595.38,596.84,237.06799999999998,90,76,61,77,47
23-09-16 10:59,596.79,597.0,594.93,596.24,758.546,77,80,64,94,36
23-09-16 11:56,596.97,597.0,596.0,597.0,112.351,77,72,71,60,41
23-09-16 12:59,597.0,598.0,596.29,597.16,209.392,75,66,82,76,31
23-09-16 13:59,597.18,597.99,596.31,596.33,67.012,77,66,87,72,32
23-09-16 14:59,597.58,597.99,596.0,597.55,462.889,77,62,85,88,32
23-09-16 15:59,597.55,599.99,597.0,597.5,322.222,77,57,77,63,29
23-09-16 16:59,598.75,600.27,597.74,599.55,300.495,74,53,69,75,30
23-09-16 17:59,599.57,600.45,599.01,599.01,63.318000000000005,71,48,69,65,35
23-09-16 18:55,599.98,601.4,599.2,599.26,315.796,73,48,74,65,44
23-09-16 19:58,599.26,600.98,599.25,600.19,118.139,77,49,72,66,44
23-09-16 20:59,600.95,601.78,599.33,601.65,111.916,74,48,70,78,42
23-09-16 21:59,601.98,602.9,599.44,602.58,101.271,77,43,58,71,48
23-09-16 22:58,601.31,602.58,600.76,602.54,89.204,78,37,52,54,48
23-09-16 23:59,602.54,602.55,600.35,601.42,88.73100000000001,75,30,57,61,49
24-09-16 0:59,600.47,601.42,600.14,600.34,43.383,79,27,53,54,47
24-09-16 1:59,600.34,601.5,599.87,599.89,49.141000000000005,88,26,60,70,53
24-09-16 2:58,599.91,602.3,599.91,600.46,37.896,90,27,48,60,58
24-09-16 3:59,601.84,602.48,600.18,600.81,15.360999999999999,92,25,48,69,51
24-09-16 4:56,601.92,602.46,600.55,602.22,54.982,90,28,45,58,57
24-09-16 5:59,602.22,603.0,601.06,603.0,31.247,83,33,44,51,47
24-09-16 6:57,601.56,603.59,601.27,601.99,47.516000000000005,82,44,52,45,51
24-09-16 7:59,601.99,602.99,601.6,602.02,59.357,85,53,52,77,57
24-09-16 8:57,602.95,602.97,600.85,602.29,42.729,91,62,53,77,52
24-09-16 9:58,602.29,602.29,600.48,601.17,33.729,87,71,57,65,37
24-09-16 10:58,601.17,602.27,600.47,602.27,31.096999999999998,81,71,69,61,41
24-09-16 11:58,602.27,602.85,600.69,601.0,98.79700000000001,79,62,76,86,34
24-09-16 12:59,601.01,602.99,601.01,601.01,80.101,77,61,88,72,29
24-09-16 13:59,602.74,602.98,600.78,600.78,51.038999999999994,80,61,84,99,26
24-09-16 14:59,602.52,602.69,597.76,600.57,52.431000000000004,77,54,88,87,32
24-09-16 15:57,600.51,600.88,598.14,600.05,19.248,69,52,74,79,25
24-09-16 16:57,600.51,600.88,599.0,599.03,64.528,71,47,62,72,34
24-09-16 17:58,599.03,600.7,598.67,599.97,26.415,73,46,66,63,35
24-09-16 18:57,599.89,600.23,598.56,599.19,73.543,71,48,68,65,37
24-09-16 19:59,600.17,600.89,598.57,600.24,50.412,73,43,74,70,38
24-09-16 20:59,600.72,600.98,599.02,599.92,91.554,75,42,61,62,47
24-09-16 21:59,599.92,600.98,599.63,600.98,6.257000000000001,76,41,52,52,44
24-09-16 22:58,600.98,601.0,599.96,600.72,22.298000000000002,76,34,50,68,43
24-09-16 23:57,600.14,601.0,599.33,599.33,57.17100000000001,77,28,47,60,51
25-09-16 0:53,600.05,600.98,599.99,600.98,24.506,76,27,47,53,45
25-09-16 1:57,600.97,600.97,599.6,600.95,14.681,80,26,45,61,46
25-09-16 2:46,599.97,600.95,599.97,600.95,0.308,85,24,51,63,44
25-09-16 3:53,600.95,601.0,600.12,600.14,14.46,88,23,41,72,51
25-09-16 4:51,600.1,601.0,599.95,599.95,19.33,88,26,35,72,52
25-09-16 5:33,600.96,600.96,599.81,600.94,13.149000000000001,83,32,34,59,48
25-09-16 6:59,600.92,600.92,599.81,600.82,4.186,83,44,40,51,42
25-09-16 7:57,600.82,601.25,600.02,601.06,73.146,84,53,35,69,47
25-09-16 8:55,600.14,601.98,600.03,601.93,87.179,86,60,42,68,48
25-09-16 9:59,601.9,601.94,600.21,601.82,45.79,88,65,38,95,42
25-09-16 10:57,600.51,601.99,600.05,601.99,53.117,77,67,44,71,37
25-09-16 11:58,601.99,601.99,600.71,601.72,19.257,79,61,40,67,30
25-09-16 12:55,600.73,601.0,600.71,601.0,10.796,74,56,38,74,27
25-09-16 13:59,600.71,601.0,597.19,597.2,143.874,69,59,42,84,26
25-09-16 14:59,597.2,598.91,596.01,598.25,50.364,68,54,41,77,29
25-09-16 15:59,598.25,598.35,596.01,596.09,30.345,69,53,43,62,21
25-09-16 16:58,597.6,598.5,596.0,596.77,90.288,66,45,38,34,23
25-09-16 17:59,598.39,598.42,596.57,596.78,15.377,67,47,38,75,29
25-09-16 18:59,596.8,598.79,596.0,597.84,184.382,70,46,39,74,33
25-09-16 19:59,596.37,598.37,596.2,598.37,15.922,99,44,36,47,27
25-09-16 20:58,598.37,599.45,597.0,597.1,64.238,88,40,39,59,33
25-09-16 21:55,598.77,599.37,596.95,597.29,36.121,68,39,35,54,32
25-09-16 22:59,599.0,599.32,597.13,599.27,41.763999999999996,74,33,36,67,41
25-09-16 23:56,597.43,599.6,597.36,598.98,34.258,73,27,34,57,34
26-09-16 0:56,598.95,598.99,597.35,598.99,42.206,75,24,36,68,36
26-09-16 1:59,597.89,599.0,597.36,598.99,27.31,77,22,39,56,36
26-09-16 2:58,597.64,599.0,596.79,597.99,201.378,83,24,37,69,43
26-09-16 3:57,597.99,599.0,597.0,598.95,141.539,81,22,35,63,40
26-09-16 4:59,598.92,598.98,596.1,598.71,162.991,84,24,33,54,42
26-09-16 5:59,597.2,599.0,597.04,598.7,79.774,84,29,31,59,41
26-09-16 6:59,598.48,598.81,596.95,597.31,70.00399999999999,89,38,30,53,46
26-09-16 7:59,598.3,599.45,597.51,599.44,114.21799999999999,88,45,42,72,39
26-09-16 8:59,599.45,605.99,598.19,605.45,512.345,85,54,34,73,40
26-09-16 9:59,605.45,606.0,604.02,604.03,146.036,82,52,38,55,48
26-09-16 10:59,604.3,605.64,604.0,605.5,83.042,78,56,40,80,40
26-09-16 11:58,605.5,605.5,603.04,604.84,74.584,74,54,38,86,35
26-09-16 12:59,604.84,605.0,603.45,603.68,57.641000000000005,71,50,42,79,31
26-09-16 13:59,604.79,604.99,602.55,603.25,304.591,66,46,42,76,40
26-09-16 14:59,603.25,604.96,602.51,604.51,395.71,68,47,38,88,27
26-09-16 15:59,604.95,604.99,603.0,604.71,153.32299999999998,71,45,41,59,28
26-09-16 16:58,603.76,604.96,603.57,604.96,99.449,71,40,42,56,36
26-09-16 17:52,604.95,604.99,600.51,603.76,450.23400000000004,69,39,43,71,39
26-09-16 18:59,603.75,604.38,602.27,604.11,42.457,73,37,44,61,34
26-09-16 19:59,604.11,604.46,601.52,604.07,135.197,70,38,45,62,37
26-09-16 20:57,604.44,607.27,604.0,604.55,459.9,73,36,42,68,39
26-09-16 21:58,604.46,604.99,603.94,604.9,59.576,73,34,42,67,48
26-09-16 22:59,604.68,607.14,604.68,605.88,123.381,69,29,38,54,45
26-09-16 23:59,605.85,606.79,604.28,606.47,72.868,73,25,38,78,36
27-09-16 0:59,606.7,608.37,604.72,607.05,399.43699999999995,76,23,37,65,46
27-09-16 1:59,607.07,607.28,604.88,605.23,57.086999999999996,83,24,38,72,49
